refseq_chromosomes	status	group	modify_date	refseq_plasmids	release_date	genes	proteins	gc_percent	center	taxon_id	insdc_chromosomes	wgs	bioproject_accession	bioproject_id	subgroup	organism	insdc_plasmids	scaffolds	size
[]	COMPLETE		2012-01-27 00:00:00	[]	2009-08-26 00:00:00					521097	[]		PRJNA59197	59197		Capnocytophaga ochracea DSM 7271	[]		
[]	COMPLETE		2010-06-17 00:00:00	[]	2009-09-09 00:00:00					521098	[]		PRJNA59199	59199		Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	[]		
[]	COMPLETE		2010-10-27 00:00:00	[]	2009-02-04 00:00:00					521460	[]		PRJNA59201	59201		Caldicellulosiruptor bescii DSM 6725	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2008-12-12 00:00:00					552536	[]		PRJNA59203	59203		Listeria monocytogenes HCC23	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-06-08 00:00:00					521045	[]		PRJNA59205	59205		Kosmotoga olearia TBF 19.5.1	[]		
[]	COMPLETE		2010-04-15 00:00:00	[]	2009-09-01 00:00:00					522306	[]		PRJNA59207	59207		Candidatus Accumulibacter phosphatis clade IIA str. UW-1	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-08-28 00:00:00					523791	[]		PRJNA59209	59209		Kangiella koreensis DSM 16069	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-09-01 00:00:00					523794	[]		PRJNA59211	59211		Leptotrichia buccalis C-1013-b	[]		
[]	COMPLETE		2012-01-30 00:00:00	[]	2009-01-09 00:00:00					525146	[]		PRJNA59213	59213		Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	[]		
[]	COMPLETE		2012-01-30 00:00:00	[]	2009-08-18 00:00:00					525909	[]		PRJNA59215	59215		Acidimicrobium ferrooxidans DSM 10331	[]		
[]	COMPLETE		2012-01-30 00:00:00	[]	2009-08-26 00:00:00					525897	[]		PRJNA59217	59217		Desulfomicrobium baculatum DSM 4028	[]		
[]	COMPLETE		2011-03-15 00:00:00	[]	2009-08-28 00:00:00					525919	[]		PRJNA59219	59219		Anaerococcus prevotii DSM 20548	[]		
[]	COMPLETE		2012-01-27 00:00:00	[]	2009-09-15 00:00:00					479431	[]		PRJNA59221	59221		Nakamurella multipartita DSM 44233	[]		
[]	COMPLETE		2012-01-30 00:00:00	[]	2009-06-26 00:00:00					526222	[]		PRJNA59223	59223		Desulfovibrio salexigens DSM 2638	[]		
[]	COMPLETE		2011-09-23 00:00:00	[]	2006-12-22 00:00:00					314723	[]		PRJNA59225	59225		Borrelia hermsii DAH	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-07-17 00:00:00					537021	[]		PRJNA59227	59227		Candidatus Liberibacter asiaticus str. psy62	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-04-15 00:00:00					536232	[]		PRJNA59229	59229		Clostridium botulinum A2 str. Kyoto	[]		
[]	COMPLETE		2008-06-20 00:00:00	[]	2008-06-10 00:00:00					537457	[]		PRJNA59231	59231		Actinobacillus pleuropneumoniae serovar 7 str. AP76	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-01-27 00:00:00					535289	[]		PRJNA59233	59233		Acidovorax ebreus TPSY	[]		
[]	COMPLETE		2010-04-15 00:00:00	[]	2009-07-23 00:00:00					544404	[]		PRJNA59235	59235		Escherichia coli O157:H7 str. TW14359	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-06-19 00:00:00					543734	[]		PRJNA59237	59237		Lactobacillus casei BL23	[]		
[]	COMPLETE		2012-04-12 00:00:00	[]	2009-03-25 00:00:00					546272	[]		PRJNA59241	59241		Brucella melitensis ATCC 23457	[]		
[]	COMPLETE		2010-06-18 00:00:00	[]	2009-07-14 00:00:00					553480	[]		PRJNA59243	59243		Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949	[]		
[]	COMPLETE		2011-11-21 00:00:00	[]	2009-07-09 00:00:00					866768	[]		PRJNA59245	59245		Escherichia coli 'BL21-Gold(DE3)pLysS AG'	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2008-09-18 00:00:00					550537	[]		PRJNA59247	59247		Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-09-18 00:00:00					550538	[]		PRJNA59249	59249		Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	[]		
[]	COMPLETE		2009-05-13 00:00:00	[]	2008-10-01 00:00:00					316275	[]		PRJNA59251	59251		Aliivibrio salmonicida LFI1238	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2008-09-26 00:00:00					309798	[]		PRJNA59253	59253		Coprothermobacter proteolyticus DSM 5265	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2008-09-26 00:00:00					289376	[]		PRJNA59257	59257		Thermodesulfovibrio yellowstonii DSM 11347	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-03-26 00:00:00					553482	[]		PRJNA59259	59259		Streptococcus equi subsp. equi 4047	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-03-26 00:00:00					40041	[]		PRJNA59261	59261		Streptococcus equi subsp. zooepidemicus	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-08-11 00:00:00					552526	[]		PRJNA59263	59263		Streptococcus equi subsp. zooepidemicus MGCS10565	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-04-14 00:00:00					557598	[]		PRJNA59265	59265		Laribacter hongkongensis HLHK9	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-05-18 00:00:00					377629	[]		PRJNA59267	59267		Teredinibacter turnerae T7901	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2008-08-18 00:00:00					554290	[]		PRJNA59269	59269		Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2008-11-24 00:00:00					557600	[]		PRJNA59271	59271		Acinetobacter baumannii AB307-0294	[]		
[]	COMPLETE		2011-12-01 00:00:00	[]	2009-01-07 00:00:00					557723	[]		PRJNA59273	59273		Haemophilus parasuis SH0165	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2008-12-24 00:00:00					557722	[]		PRJNA59275	59275		Pseudomonas aeruginosa LESB58	[]		
[]	COMPLETE		2011-09-29 00:00:00	[]	2009-01-22 00:00:00					557760	[]		PRJNA59277	59277		Rhodobacter sphaeroides KD131	[]		
[]	COMPLETE		2009-10-02 00:00:00	[]	2009-08-27 00:00:00					634452	[]		PRJNA59279	59279		Acetobacter pasteurianus IFO 3283-01	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-03-10 00:00:00					561275	[]		PRJNA59281	59281		Mycobacterium bovis BCG str. Tokyo 172	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-01-06 00:00:00					561501	[]		PRJNA59283	59283		Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-01-06 00:00:00					563178	[]		PRJNA59285	59285		Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	[]		
[]	COMPLETE		2011-09-29 00:00:00	[]	2009-01-13 00:00:00					561276	[]		PRJNA59287	59287		Streptococcus pneumoniae ATCC 700669	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-05-05 00:00:00					572265	[]		PRJNA59289	59289		Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	[]		
[]	COMPLETE		2009-05-07 00:00:00	[]	2009-03-18 00:00:00					565034	[]		PRJNA59291	59291		Brachyspira hyodysenteriae WA1	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-01-10 00:00:00					561304	[]		PRJNA59293	59293		Mycobacterium leprae Br4923	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2009-07-07 00:00:00					561230	[]		PRJNA59295	59295		Pectobacterium carotovorum subsp. carotovorum PC1	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-07-02 00:00:00					561229	[]		PRJNA59297	59297		Dickeya zeae Ech1591	[]		
[]	COMPLETE		2010-04-16 00:00:00	[]	2009-03-30 00:00:00					572264	[]		PRJNA59299	59299		Bacillus cereus 03BB102	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-05-29 00:00:00					562019	[]		PRJNA59301	59301		Rickettsia peacockii str. Rustic	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-04-20 00:00:00					568206	[]		PRJNA59303	59303		Bacillus anthracis str. CDC 684	[]		
[]	COMPLETE		2008-12-18 00:00:00	[]	2008-10-03 00:00:00					563041	[]		PRJNA59305	59305		Helicobacter pylori G27	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-01-16 00:00:00					565050	[]		PRJNA59307	59307		Caulobacter crescentus NA1000	[]		
[]	COMPLETE		2010-01-06 00:00:00	[]	2009-06-11 00:00:00					573370	[]		PRJNA59309	59309		Desulfovibrio magneticus RS-1	[]		
[]	COMPLETE		2011-10-04 00:00:00	[]	2009-07-13 00:00:00					573234	[]		PRJNA59311	59311		Candidatus Hodgkinia cicadicola Dsem	[]		
[]	COMPLETE		2011-10-11 00:00:00	[]	2009-09-02 00:00:00					568703	[]		PRJNA59313	59313		Lactobacillus rhamnosus GG	[]		
[]	COMPLETE		2011-10-11 00:00:00	[]	2009-09-02 00:00:00					568704	[]		PRJNA59315	59315		Lactobacillus rhamnosus Lc 705	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-03-30 00:00:00					568819	[]		PRJNA59317	59317		Listeria monocytogenes serotype 4b str. CLIP 80459	[]		
[]	COMPLETE		2011-10-19 00:00:00	[]	2009-08-18 00:00:00					568815	[]		PRJNA59319	59319		Brucella microti CCM 4915	[]		
[]	COMPLETE		2011-09-29 00:00:00	[]	2009-07-07 00:00:00					568814	[]		PRJNA59321	59321		Streptococcus suis BM407	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-07-07 00:00:00					568813	[]		PRJNA59323	59323		Streptococcus suis SC84	[]		
[]	COMPLETE		2012-02-29 00:00:00	[]	2009-06-17 00:00:00					572263	[]		PRJNA59325	59325		Mycoplasma conjunctivae HRC/581	[]		
[]	COMPLETE		2010-11-03 00:00:00	[]	2008-10-30 00:00:00					570508	[]		PRJNA59327	59327		Helicobacter pylori P12	[]		
[]	COMPLETE		2012-01-23 00:00:00	[]	2009-01-22 00:00:00					309801	[]		PRJNA59341	59341		Thermomicrobium roseum DSM 5159	[]		
[]	COMPLETE		2009-05-13 00:00:00	[]	2008-11-26 00:00:00					574521	[]		PRJNA59343	59343		Escherichia coli O127:H6 str. E2348/69	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-02-13 00:00:00					598659	[]		PRJNA59345	59345		Nautilia profundicola AmH	[]		
[]	COMPLETE		2009-09-01 00:00:00	[]	2009-08-28 00:00:00					573064	[]		PRJNA59347	59347		Methanocaldococcus fervens AG86	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2009-05-11 00:00:00					672161	[]		PRJNA59349	59349		Chlamydia trachomatis B/TZ1A828/OT	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2009-05-11 00:00:00					580049	[]		PRJNA59351	59351		Chlamydia trachomatis B/Jali20/OT	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-12-17 00:00:00					575788	[]		PRJNA59353	59353		Vibrio splendidus LGP32	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-04-20 00:00:00					579112	[]		PRJNA59355	59355		Vibrio cholerae M66-2	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2009-06-19 00:00:00					555970	[]		PRJNA59357	59357		Bifidobacterium animalis subsp. lactis DSM 10140	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2009-06-19 00:00:00					580050	[]		PRJNA59359	59359		Bifidobacterium animalis subsp. lactis Bl-04	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-07-17 00:00:00					644042	[]		PRJNA59361	59361		Lactobacillus plantarum JDM1	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-06-26 00:00:00					579405	[]		PRJNA59363	59363		Dickeya dadantii Ech703	[]		
[]	COMPLETE		2011-10-04 00:00:00	[]	2009-07-17 00:00:00					582402	[]		PRJNA59365	59365		Hirschia baltica ATCC 49814	[]		
[]	COMPLETE		2011-08-15 00:00:00	[]	2009-07-15 00:00:00					582744	[]		PRJNA59367	59367		Methylovorus glucosetrophus SIP3-4	[]		
[]	COMPLETE		2010-04-16 00:00:00	[]	2009-01-06 00:00:00					583346	[]		PRJNA59369	59369		Clostridium kluyveri NBRC 12016	[]		
[]	COMPLETE		2011-09-30 00:00:00	[]	2009-03-24 00:00:00					66084	[]		PRJNA59371	59371		Wolbachia sp. wRi	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-07-15 00:00:00					583345	[]		PRJNA59373	59373		Methylotenera mobilis JLW8	[]		
[]	COMPLETE		2011-04-07 00:00:00	[]	2008-12-16 00:00:00					585054	[]		PRJNA59375	59375		Escherichia fergusonii ATCC 35469	[]		
[]	COMPLETE		2011-04-07 00:00:00	[]	2008-12-16 00:00:00					585034	[]		PRJNA59377	59377		Escherichia coli IAI1	[]		
[]	COMPLETE		2011-02-28 00:00:00	[]	2008-12-17 00:00:00					585397	[]		PRJNA59379	59379		Escherichia coli ED1a	[]		
[]	COMPLETE		2011-02-28 00:00:00	[]	2008-12-16 00:00:00					585057	[]		PRJNA59381	59381		Escherichia coli IAI39	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-12-16 00:00:00					585055	[]		PRJNA59383	59383		Escherichia coli 55989	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-05-01 00:00:00					592021	[]		PRJNA59385	59385		Bacillus anthracis str. A0248	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-05-04 00:00:00					593588	[]		PRJNA59387	59387		Vibrio cholerae MJ-1236	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-06-12 00:00:00					593117	[]		PRJNA59389	59389		Thermococcus gammatolerans EJ3	[]		
[]	COMPLETE		2011-11-14 00:00:00	[]	2009-06-04 00:00:00					595496	[]		PRJNA59391	59391		Escherichia coli BW2952	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2009-08-18 00:00:00					595499	[]		PRJNA59393	59393		Candidatus Sulcia muelleri SMDSEM	[]		
[]	COMPLETE		2011-11-14 00:00:00	[]	2009-05-13 00:00:00					595494	[]		PRJNA59395	59395		Tolumonas auensis DSM 9187	[]		
[]	COMPLETE		2011-07-08 00:00:00	[]	2009-05-22 00:00:00					626418	[]		PRJNA59397	59397		Burkholderia glumae BGR1	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2009-06-29 00:00:00					604354	[]		PRJNA59399	59399		Thermococcus sibiricus MM 739	[]		
[]	COMPLETE		2011-09-29 00:00:00	[]	2009-02-02 00:00:00					396513	[]		PRJNA59401	59401		Staphylococcus carnosus subsp. carnosus TM300	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2009-06-04 00:00:00					634503	[]		PRJNA59403	59403		Edwardsiella ictaluri 93-146	[]		
[]	COMPLETE		2010-04-16 00:00:00	[]	2009-06-19 00:00:00					634504	[]		PRJNA59405	59405		Bartonella grahamii as4aup	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-07-02 00:00:00					634176	[]		PRJNA59407	59407		Aggregatibacter aphrophilus NJ8700	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2008-06-04 00:00:00					548476	[]		PRJNA59409	59409		Corynebacterium aurimucosum ATCC 700975	[]		
[]	COMPLETE		2011-11-21 00:00:00	[]	2009-05-19 00:00:00					645127	[]		PRJNA59411	59411		Corynebacterium kroppenstedtii DSM 44385	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2009-08-05 00:00:00					531844	[]		PRJNA59413	59413		Flavobacteriaceae bacterium 3519-10	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2009-07-15 00:00:00					592205	[]		PRJNA59415	59415		Helicobacter pylori B38	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-10-13 00:00:00					203123	[]		PRJNA59417	59417		Oenococcus oeni PSU-1	[]		
[]	COMPLETE		2010-03-15 00:00:00	[]	2006-12-28 00:00:00					351348	[]		PRJNA59419	59419		Marinobacter aquaeolei VT8	[]		
[]	COMPLETE		2008-07-26 00:00:00	[]	2007-04-13 00:00:00					350054	[]		PRJNA59421	59421		Mycobacterium gilvum PYR-GCK	[]		
[]	COMPLETE		2009-04-25 00:00:00	[]	2008-04-15 00:00:00					216594	[]		PRJNA59423	59423		Mycobacterium marinum M	[]		
[]	COMPLETE		2009-07-22 00:00:00	[]	2008-10-23 00:00:00					409438	[]		PRJNA59425	59425		Escherichia coli SE11	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2007-05-09 00:00:00					412965	[]		PRJNA59427	59427		Candidatus Vesicomyosocius okutanii HA	[]		
[]	COMPLETE		2012-05-22 00:00:00	[]	2008-12-17 00:00:00					445985	[]		PRJNA59429	59429		Borrelia burgdorferi ZS7	[]		
[]	COMPLETE		2011-11-29 00:00:00	[]	2008-08-22 00:00:00					454166	[]		PRJNA59431	59431		Salmonella enterica subsp. enterica serovar Agona str. SL483	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2008-12-15 00:00:00					395965	[]		PRJNA59433	59433		Methylocella silvestris BL2	[]		
[]	COMPLETE		2009-05-07 00:00:00	[]	2009-01-09 00:00:00					395961	[]		PRJNA59435	59435		Cyanothece sp. PCC 7425	[]		
[]	COMPLETE		2011-10-03 00:00:00	[]	2009-06-11 00:00:00					543728	[]		PRJNA59437	59437		Variovorax paradoxus S110	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2008-09-26 00:00:00					309799	[]		PRJNA59439	59439		Dictyoglomus thermophilum H-6-12	[]		
[]	COMPLETE		2011-11-23 00:00:00	[]	2010-10-19 00:00:00					883062	[]		PRJNA59545	59545		Bifidobacterium bifidum S17	[]		
[]	COMPLETE		2010-12-17 00:00:00	[]	2010-10-15 00:00:00					880591	[]		PRJNA59581	59581		Ketogulonicigenium vulgare Y25	[]		
[]	COMPLETE		2010-12-17 00:00:00	[]	2010-10-19 00:00:00					886882	[]		PRJNA59583	59583		Paenibacillus polymyxa SC2	[]		
[]	COMPLETE		2012-06-07 00:00:00	[]	2010-10-15 00:00:00					499177	[]		PRJNA59585	59585		Clostridium sticklandii DSM 519	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-10-22 00:00:00					572544	[]		PRJNA59769	59769		Ilyobacter polytropus DSM 2926	[]		
[]	COMPLETE		2011-11-30 00:00:00	[]	2010-10-15 00:00:00					903814	[]		PRJNA59777	59777		Eubacterium limosum KIST612	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-02 00:00:00					702459	[]		PRJNA59883	59883		Bifidobacterium bifidum PRL2010	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2010-11-02 00:00:00					720555	[]		PRJNA59887	59887		Bacillus atrophaeus 1942	[]		
[]	COMPLETE		2011-01-18 00:00:00	[]	2010-10-29 00:00:00					762376	[]		PRJNA59899	59899		Achromobacter xylosoxidans A8	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2010-10-15 00:00:00					701347	[]		PRJNA59969	59969		Enterobacter cloacae SCF1	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-10 00:00:00					632292	[]		PRJNA60157	60157		Caldicellulosiruptor hydrothermalis 108	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2010-11-12 00:00:00					649349	[]		PRJNA60161	60161		Leadbetterella byssophila DSM 17132	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2010-11-10 00:00:00					890402	[]		PRJNA60163	60163		Bifidobacterium longum subsp. longum BBMN68	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-10 00:00:00					632518	[]		PRJNA60165	60165		Caldicellulosiruptor owensensis OL	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-05 00:00:00					523846	[]		PRJNA60167	60167		Methanothermus fervidus DSM 2088	[]		
[]	COMPLETE		2011-11-25 00:00:00	[]	2010-11-09 00:00:00					685727	[]		PRJNA60171	60171		Rhodococcus equi 103S	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2010-11-12 00:00:00					656519	[]		PRJNA60191	60191		Halanaerobium hydrogeniformans	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-11-17 00:00:00					632335	[]		PRJNA60393	60393		Caldicellulosiruptor kristjanssonii 177R1B	[]		
[]	COMPLETE		2012-05-17 00:00:00	[]	2012-05-17 00:00:00					929562	[]		PRJNA60431	60431		Emticicia oligotrophica DSM 17448	[]		
[]	COMPLETE		2011-06-13 00:00:00	[]	2010-11-15 00:00:00					882378	[]		PRJNA60487	60487		Burkholderia rhizoxinica HKI 454	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-17 00:00:00					632348	[]		PRJNA60491	60491		Caldicellulosiruptor kronotskyensis 2002	[]		
[]	COMPLETE		2011-11-29 00:00:00	[]	2011-08-22 00:00:00					632516	[]		PRJNA60575	60575		Caldicellulosiruptor lactoaceticus 6A	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2011-03-01 00:00:00					756272	[]		PRJNA60583	60583		Planctomyces brasiliensis DSM 5305	[]		
[]	COMPLETE		2011-07-05 00:00:00	[]	2010-11-19 00:00:00					767455	[]		PRJNA60621	60621		Lactobacillus delbrueckii subsp. bulgaricus ND02	[]		
[]	COMPLETE		2011-04-12 00:00:00	[]	2010-11-23 00:00:00					887061	[]		PRJNA60723	60723		Methylovorus sp. MP688	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-23 00:00:00					694427	[]		PRJNA60725	60725		Paludibacter propionicigenes WB4	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-23 00:00:00					693978	[]		PRJNA60727	60727		Riemerella anatipestifer ATCC 11845 = DSM 15868	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-12-02 00:00:00					709032	[]		PRJNA60789	60789		Sulfuricurvum kujiense DSM 16994	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-11-30 00:00:00					768670	[]		PRJNA60821	60821		Calditerrivibrio nitroreducens DSM 19672	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-11-30 00:00:00					643867	[]		PRJNA60837	60837		Marivirga tractuosa DSM 4126	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2010-11-30 00:00:00					880447	[]		PRJNA60849	60849		Mycoplasma leachii PG50	[]		
[]	COMPLETE		2012-06-18 00:00:00	[]	2010-11-30 00:00:00					489653	[]		PRJNA60851	60851		Neisseria lactamica 020-06	[]		
[]	COMPLETE		2011-10-07 00:00:00	[]	2010-12-02 00:00:00					670487	[]		PRJNA60855	60855		Oceanithermus profundus DSM 14977	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2010-11-30 00:00:00					289397	[]		PRJNA60859	60859		Mycoplasma bovis PG45	[]		
[]	COMPLETE		2011-01-18 00:00:00	[]	2010-11-19 00:00:00					695560	[]		PRJNA61179	61179		Lactobacillus amylovorus GRL 1112	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2010-12-03 00:00:00					658172	[]		PRJNA61245	61245		Candidatus Liberibacter solanacearum CLso-ZC1	[]		
[]	COMPLETE		2012-04-12 00:00:00	[]	2010-12-14 00:00:00					234831	[]		PRJNA61247	61247		Pseudoalteromonas sp. SM9913	[]		
[]	COMPLETE		2010-12-16 00:00:00	[]	2010-12-14 00:00:00					757425	[]		PRJNA61249	61249		Campylobacter jejuni subsp. jejuni ICDCCJ07001	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2011-03-01 00:00:00					762903	[]		PRJNA61349	61349		Pedobacter saltans DSM 12145	[]		
[]	COMPLETE		2012-06-07 00:00:00	[]	2010-12-21 00:00:00					278137	[]		PRJNA61403	61403		Mycobacterium gilvum Spyr1	[]		
[]	COMPLETE		2012-06-07 00:00:00	[]	2010-12-16 00:00:00					936155	[]		PRJNA61409	61409		Helicobacter felis ATCC 49179	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2006-11-20 00:00:00					414004	[]		PRJNA61411	61411		Cenarchaeum symbiosum A	[]		
[]	COMPLETE		2012-06-15 00:00:00	[]	2006-02-01 00:00:00					360910	[]		PRJNA61563	61563		Bordetella avium 197N	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2001-09-10 00:00:00					272947	[]		PRJNA61565	61565		Rickettsia prowazekii str. Madrid E	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2001-10-21 00:00:00					272626	[]		PRJNA61567	61567		Listeria innocua Clip11262	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2001-10-02 00:00:00					272635	[]		PRJNA61569	61569		Mycoplasma pulmonis UAB CTIP	[]		
[]	COMPLETE		2012-09-03 00:00:00	[]	2008-02-12 00:00:00					478009	[]		PRJNA61571	61571		Halobacterium salinarum R1	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2001-10-12 00:00:00					273075	[]		PRJNA61573	61573		Thermoplasma acidophilum DSM 1728	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2006-05-04 00:00:00					363253	[]		PRJNA61575	61575		Lawsonia intracellularis PHE/MN1-00	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2008-02-12 00:00:00					31964	[]		PRJNA61577	61577		Clavibacter michiganensis subsp. sepedonicus	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2007-05-23 00:00:00					413999	[]		PRJNA61579	61579		Clostridium botulinum A str. ATCC 3502	[]		
[]	COMPLETE		2012-01-19 00:00:00	[]	2003-08-14 00:00:00					84588	[]		PRJNA61581	61581		Synechococcus sp. WH 8102	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-11-08 00:00:00					169963	[]		PRJNA61583	61583		Listeria monocytogenes EGD-e	[]		
[]	COMPLETE		2011-02-14 00:00:00	[]	2002-11-07 00:00:00					211110	[]		PRJNA61585	61585		Streptococcus agalactiae NEM316	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2007-12-05 00:00:00					272568	[]		PRJNA61587	61587		Gluconacetobacter diazotrophicus PAl 5	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-07-02 00:00:00					243090	[]		PRJNA61589	61589		Rhodopirellula baltica SH 1	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2003-09-04 00:00:00					273121	[]		PRJNA61591	61591		Wolinella succinogenes DSM 1740	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-09-27 00:00:00					243265	[]		PRJNA61593	61593		Photorhabdus luminescens subsp. laumondii TTO1	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-01-31 00:00:00					264462	[]		PRJNA61595	61595		Bdellovibrio bacteriovorus HD100	[]		
[]	COMPLETE		2012-01-19 00:00:00	[]	2004-06-30 00:00:00					62977	[]		PRJNA61597	61597		Acinetobacter sp. ADP1	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2008-04-02 00:00:00					529507	[]		PRJNA61599	61599		Proteus mirabilis HI4320	[]		
[]	COMPLETE		2011-01-06 00:00:00	[]	2008-02-26 00:00:00					509170	[]		PRJNA61601	61601		Acinetobacter baumannii SDF	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2006-12-19 00:00:00					62928	[]		PRJNA61603	61603		Azoarcus sp. BH72	[]		
